"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu Dec 28 16:53:34 GMT 2023","Thu Dec 28 16:53:42 GMT 2023","7934","tests.US_11_Education.US_11-01-06_investmate_app","us_11-01-06_investmate_app_test","TestInvestmateApp","","","TC_11.01.06.00_05 | Testing button [Create account] in block ""Why choose Capital?"". Bid:11.01.06.00_05-fr.gb.NoReg","
        Check: Button [Create account] in block ""Why choose Capital?""
        Language: All. License: All.
        "
"passed","Thu Dec 28 16:50:18 GMT 2023","Thu Dec 28 16:50:36 GMT 2023","18102","tests.US_11_Education.US_11-01-06_investmate_app","us_11-01-06_investmate_app_test","TestInvestmateApp","","","TC_11.01.06.00_04 | Testing QR code in Capital block. Bid:11.01.06.00_04-fr.gb.Auth","
        Check: QR code in Capital block
        Language: All. License: All.
        "
"passed","Thu Dec 28 16:52:18 GMT 2023","Thu Dec 28 16:52:52 GMT 2023","33861","tests.US_11_Education.US_11-01-06_investmate_app","us_11-01-06_investmate_app_test","TestInvestmateApp","","","TC_11.01.06.00_01 | Testing QR code in Investmate block. Bid:11.01.06.00_01-fr.gb.NoReg","
        Check: QR code in Investmate block
        Language: All. License: All.
        "
"passed","Thu Dec 28 16:51:24 GMT 2023","Thu Dec 28 16:51:42 GMT 2023","17571","tests.US_11_Education.US_11-01-06_investmate_app","us_11-01-06_investmate_app_test","TestInvestmateApp","","","TC_11.01.06.00_02 | Testing QR code in Easy learning block. Bid:11.01.06.00_02-fr.gb.NoAuth","
        Check: QR code in Easy learning block
        Language: All. License: All.
        "
"passed","Thu Dec 28 16:49:54 GMT 2023","Thu Dec 28 16:50:12 GMT 2023","18035","tests.US_11_Education.US_11-01-06_investmate_app","us_11-01-06_investmate_app_test","TestInvestmateApp","","","TC_11.01.06.00_02 | Testing QR code in Easy learning block. Bid:11.01.06.00_02-fr.gb.Auth","
        Check: QR code in Easy learning block
        Language: All. License: All.
        "
"failed","Thu Dec 28 16:47:29 GMT 2023","Thu Dec 28 16:48:03 GMT 2023","34123","tests.US_11_Education.US_11-01-01_Learning_hub","US_11-01-01_Learning_hub","TestLearningHub","","","TC_11.01.01.00_01 | Testing button [1. Create your account] in block [Steps trading]. Bid:11.01.01.00_01-fr.gb.NoAuth","
        Check: Header -> button [Log In]
        Language: En. License: FCA.
        "
"failed","Thu Dec 28 16:52:10 GMT 2023","Thu Dec 28 16:52:18 GMT 2023","8053","tests.US_11_Education.US_11-01-06_investmate_app","us_11-01-06_investmate_app_test","TestInvestmateApp","","","TC_11.01.06.00_05 | Testing button [Create account] in block ""Why choose Capital?"". Bid:11.01.06.00_05-fr.gb.NoAuth","
        Check: Button [Create account] in block ""Why choose Capital?""
        Language: All. License: All.
        "
"passed","Thu Dec 28 16:53:09 GMT 2023","Thu Dec 28 16:53:16 GMT 2023","6596","tests.US_11_Education.US_11-01-06_investmate_app","us_11-01-06_investmate_app_test","TestInvestmateApp","","","TC_11.01.06.00_03 | Testing button [Explore Web Platform] in block 'capital.com'. Bid:11.01.06.00_03-fr.gb.NoReg","
        Check: Button [Explore Web Platform] in Block 'capital.com'
        Language: All. License: All.
        "
"failed","Thu Dec 28 16:51:42 GMT 2023","Thu Dec 28 16:51:52 GMT 2023","10133","tests.US_11_Education.US_11-01-06_investmate_app","us_11-01-06_investmate_app_test","TestInvestmateApp","","","TC_11.01.06.00_03 | Testing button [Explore Web Platform] in block 'capital.com'. Bid:11.01.06.00_03-fr.gb.NoAuth","
        Check: Button [Explore Web Platform] in Block 'capital.com'
        Language: All. License: All.
        "
"passed","Thu Dec 28 16:53:16 GMT 2023","Thu Dec 28 16:53:34 GMT 2023","17819","tests.US_11_Education.US_11-01-06_investmate_app","us_11-01-06_investmate_app_test","TestInvestmateApp","","","TC_11.01.06.00_04 | Testing QR code in Capital block. Bid:11.01.06.00_04-fr.gb.NoReg","
        Check: QR code in Capital block
        Language: All. License: All.
        "
"passed","Thu Dec 28 16:49:06 GMT 2023","Thu Dec 28 16:49:54 GMT 2023","47192","tests.US_11_Education.US_11-01-06_investmate_app","us_11-01-06_investmate_app_test","TestInvestmateApp","","","TC_11.01.06.00_01 | Testing QR code in Investmate block. Bid:11.01.06.00_01-fr.gb.Auth","
        Check: QR code in Investmate block
        Language: All. License: All.
        "
"passed","Thu Dec 28 16:50:12 GMT 2023","Thu Dec 28 16:50:18 GMT 2023","6695","tests.US_11_Education.US_11-01-06_investmate_app","us_11-01-06_investmate_app_test","TestInvestmateApp","","","TC_11.01.06.00_03 | Testing button [Explore Web Platform] in block 'capital.com'. Bid:11.01.06.00_03-fr.gb.Auth","
        Check: Button [Explore Web Platform] in Block 'capital.com'
        Language: All. License: All.
        "
"passed","Thu Dec 28 16:52:52 GMT 2023","Thu Dec 28 16:53:09 GMT 2023","17598","tests.US_11_Education.US_11-01-06_investmate_app","us_11-01-06_investmate_app_test","TestInvestmateApp","","","TC_11.01.06.00_02 | Testing QR code in Easy learning block. Bid:11.01.06.00_02-fr.gb.NoReg","
        Check: QR code in Easy learning block
        Language: All. License: All.
        "
"passed","Thu Dec 28 16:46:53 GMT 2023","Thu Dec 28 16:47:29 GMT 2023","35940","tests.US_11_Education.US_11-01-01_Learning_hub","US_11-01-01_Learning_hub","TestLearningHub","","","TC_11.01.01.00_01 | Testing button [1. Create your account] in block [Steps trading]. Bid:11.01.01.00_01-fr.gb.Auth","
        Check: Header -> button [Log In]
        Language: En. License: FCA.
        "
"passed","Thu Dec 28 16:51:52 GMT 2023","Thu Dec 28 16:52:10 GMT 2023","17617","tests.US_11_Education.US_11-01-06_investmate_app","us_11-01-06_investmate_app_test","TestInvestmateApp","","","TC_11.01.06.00_04 | Testing QR code in Capital block. Bid:11.01.06.00_04-fr.gb.NoAuth","
        Check: QR code in Capital block
        Language: All. License: All.
        "
"passed","Thu Dec 28 16:50:36 GMT 2023","Thu Dec 28 16:50:44 GMT 2023","7248","tests.US_11_Education.US_11-01-06_investmate_app","us_11-01-06_investmate_app_test","TestInvestmateApp","","","TC_11.01.06.00_05 | Testing button [Create account] in block ""Why choose Capital?"". Bid:11.01.06.00_05-fr.gb.Auth","
        Check: Button [Create account] in block ""Why choose Capital?""
        Language: All. License: All.
        "
"passed","Thu Dec 28 16:50:44 GMT 2023","Thu Dec 28 16:51:24 GMT 2023","40387","tests.US_11_Education.US_11-01-06_investmate_app","us_11-01-06_investmate_app_test","TestInvestmateApp","","","TC_11.01.06.00_01 | Testing QR code in Investmate block. Bid:11.01.06.00_01-fr.gb.NoAuth","
        Check: QR code in Investmate block
        Language: All. License: All.
        "
"failed","Thu Dec 28 16:48:03 GMT 2023","Thu Dec 28 16:48:30 GMT 2023","26442","tests.US_11_Education.US_11-01-01_Learning_hub","US_11-01-01_Learning_hub","TestLearningHub","","","TC_11.01.01.00_01 | Testing button [1. Create your account] in block [Steps trading]. Bid:11.01.01.00_01-fr.gb.NoReg","
        Check: Header -> button [Log In]
        Language: En. License: FCA.
        "
