"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jan 26 15:11:26 GMT 2024","Fri Jan 26 15:12:13 GMT 2024","47269","tests.ReTests","ReTests","TestReTests","","","test_retests[475-values0-Chrome]",""
"skipped","Fri Jan 26 15:34:03 GMT 2024","Fri Jan 26 15:34:03 GMT 2024","4","tests.US_11_Education.US_11-03-01_trading_strategies_guide","US_11-03-01-00_trading_strategies_guide_test","TestTradingStrategiesGuides","","","TC_11.03.01.00_02 | Testing button [Try demo] on Main banner. Bid:11.03.01.00_02-en.gb.NoAuth","
        Check: Button [Try demo] on Main banner
        Language: All. License: All.
        "
"passed","Fri Jan 26 15:40:27 GMT 2024","Fri Jan 26 15:40:29 GMT 2024","2213","tests.ReTests","ReTests","TestReTests","","","test_retests[984-values0-Chrome]",""
"passed","Fri Jan 26 15:59:38 GMT 2024","Fri Jan 26 16:00:19 GMT 2024","41499","tests.ReTests","ReTests","TestReTests","","","test_retests[1363-values0-Chrome]",""
"passed","Fri Jan 26 15:35:40 GMT 2024","Fri Jan 26 15:36:27 GMT 2024","47102","tests.ReTests","ReTests","TestReTests","","","test_retests[535-values0-Chrome]",""
"passed","Fri Jan 26 15:39:12 GMT 2024","Fri Jan 26 15:40:25 GMT 2024","72765","tests.ReTests","ReTests","TestReTests","","","test_retests[545-values0-Chrome]",""
"passed","Fri Jan 26 14:48:50 GMT 2024","Fri Jan 26 14:49:46 GMT 2024","56816","tests.ReTests","ReTests","TestReTests","","","test_retests[107-values0-Chrome]",""
"failed","Fri Jan 26 16:05:25 GMT 2024","Fri Jan 26 16:06:30 GMT 2024","64982","tests.US_11_Education.US_11-02-02_Shares_trading","US_11-02-02-01_Shares_trading_test","TestSharesTradingItems","","","TC_11.02.02.01_09 | Testing button in block [Horizontal banner]. Bid:11.02.02.01_09-es.gb.Auth","
        Check the [Button] on the Horizontal banner at the bottom of the page.
        For ""Authorized user"" role:
        The trading platform page is opened depend on the banner [type-id]:
                Live mode if the banner in the Live mode banners list
                Demo mode if the banner in the Demo mode banners list
        "
"passed","Fri Jan 26 15:34:31 GMT 2024","Fri Jan 26 15:35:40 GMT 2024","68205","tests.ReTests","ReTests","TestReTests","","","test_retests[534-values0-Chrome]",""
"failed","Fri Jan 26 14:56:17 GMT 2024","Fri Jan 26 14:57:08 GMT 2024","50595","tests.US_11_Education.US_11-02-02_Shares_trading","US_11-02-02-01_Shares_trading_test","TestSharesTradingItems","","","TC_11.02.02.01_10 | Testing button in block [Vertical banner]. Bid:11.02.02.01_10-ro.gb.NoAuth","
                Check the [Button] on the Vertical side banner at the bottom of the page.
                For ""Authorized user"" role:
                The trading platform page is opened depend on the banner [type-id]:
                        Live mode if the banner in the Live mode banners list
                        Demo mode if the banner in the Demo mode banners list
                "
