"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: ae / Role: NoReg / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.01_03 | Testing button [Sell] in content block","0","0","3","0","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: de / Role: NoReg / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.01_08 | Testing button [1. Create your account] in block [Steps trading]","0","0","3","0","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: ae / Role: Reg/NoAuth / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.01_04 | Testing button [Buy] in content block","0","0","0","3","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: de / Role: NoReg / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.01_06 | Testing button [Trade] in Most traded block","0","0","3","0","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: de / Role: NoReg / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.01_02 | Testing button [Try demo] on Main banner","0","0","3","0","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: de / Role: NoReg / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.01_07 | Testing button [Get started] on Sticky bar","0","0","3","0","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: ae / Role: Reg/NoAuth / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.01_10 | Testing button in block [Vertical banner]","0","0","0","3","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: de / Role: Reg/NoAuth / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.01_09 | Testing button in block [Horizontal banner]","3","0","0","0","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: ae / Role: Auth / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.01_07 | Testing button [Get started] on Sticky bar","3","0","0","0","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: de / Role: Auth / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.00_09 | Testing button in block [Horizontal banner]","0","0","1","0","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: au / Role: NoReg / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.01_04 | Testing button [Buy] in content block","0","0","3","0","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: de / Role: Auth / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.01_04 | Testing button [Buy] in content block","0","0","0","3","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: au / Role: NoReg / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.01_01 | Testing button [Start Trading] on Main banner","0","0","3","0","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: ae / Role: NoReg / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.01_01 | Testing button [Start Trading] on Main banner","0","0","3","0","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: ae / Role: Reg/NoAuth / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.00_02 | Testing button [Try demo] on Main banner","0","0","0","1","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: gb / Role: Auth / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.01_02 | Testing button [Try demo] on Main banner","1","0","2","0","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: de / Role: Auth / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.00_01 | Testing button [Start Trading] on Main banner","0","0","1","0","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: gb / Role: NoReg / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.01_08 | Testing button [1. Create your account] in block [Steps trading]","0","0","3","0","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: ae / Role: Auth / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.01_09 | Testing button in block [Horizontal banner]","0","1","2","0","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: ae / Role: Reg/NoAuth / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.01_02 | Testing button [Try demo] on Main banner","0","0","0","3","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: ae / Role: Reg/NoAuth / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.01_05 | Testing button [Start trading] in article","0","0","0","3","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: au / Role: NoReg / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.01_09 | Testing button in block [Horizontal banner]","0","0","3","0","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: de / Role: NoReg / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.01_04 | Testing button [Buy] in content block","0","0","3","0","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: de / Role: Reg/NoAuth / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.01_03 | Testing button [Sell] in content block","3","0","0","0","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: au / Role: Auth / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.01_09 | Testing button in block [Horizontal banner]","1","0","2","0","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: au / Role: NoReg / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.01_02 | Testing button [Try demo] on Main banner","0","0","3","0","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: de / Role: Reg/NoAuth / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.01_06 | Testing button [Trade] in Most traded block","0","0","3","0","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: ae / Role: NoReg / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.01_07 | Testing button [Get started] on Sticky bar","0","0","3","0","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: de / Role: NoReg / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.00_10 | Testing button in block [Vertical banner]","0","0","1","0","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: gb / Role: Reg/NoAuth / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.01_07 | Testing button [Get started] on Sticky bar","0","0","0","3","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: au / Role: NoReg / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.01_07 | Testing button [Get started] on Sticky bar","0","0","3","0","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: au / Role: Auth / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.01_04 | Testing button [Buy] in content block","3","0","0","0","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: au / Role: Reg/NoAuth / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.01_05 | Testing button [Start trading] in article","2","0","0","1","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: ae / Role: Auth / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.01_10 | Testing button in block [Vertical banner]","3","0","0","0","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: au / Role: Auth / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.01_01 | Testing button [Start Trading] on Main banner","3","0","0","0","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: au / Role: Reg/NoAuth / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.01_10 | Testing button in block [Vertical banner]","3","0","0","0","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: gb / Role: Reg/NoAuth / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.00_09 | Testing button in block [Horizontal banner]","0","0","0","1","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: ae / Role: Auth / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.00_99 | Pretest for US_11.02.02.01","0","0","0","1","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: de / Role: Reg/NoAuth / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.01_01 | Testing button [Start Trading] on Main banner","3","0","0","0","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: de / Role: Reg/NoAuth / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.01_08 | Testing button [1. Create your account] in block [Steps trading]","0","0","3","0","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: ae / Role: Auth / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.01_02 | Testing button [Try demo] on Main banner","0","0","3","0","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: au / Role: Auth / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.01_07 | Testing button [Get started] on Sticky bar","3","0","0","0","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: gb / Role: Reg/NoAuth / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.01_02 | Testing button [Try demo] on Main banner","0","0","0","3","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: ae / Role: NoReg / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.01_06 | Testing button [Trade] in Most traded block","0","0","3","0","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: ae / Role: Reg/NoAuth / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.01_08 | Testing button [1. Create your account] in block [Steps trading]","0","0","0","3","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: au / Role: NoReg / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.01_03 | Testing button [Sell] in content block","0","0","3","0","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: au / Role: Reg/NoAuth / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.01_08 | Testing button [1. Create your account] in block [Steps trading]","0","0","3","0","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: gb / Role: Auth / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.01_08 | Testing button [1. Create your account] in block [Steps trading]","3","0","0","0","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: ae / Role: Reg/NoAuth / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.00_08 | Testing button [1. Create your account] in block [Steps trading]","0","0","0","1","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: au / Role: Auth / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.01_02 | Testing button [Try demo] on Main banner","0","0","3","0","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: gb / Role: Auth / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.01_04 | Testing button [Buy] in content block","0","0","0","3","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: au / Role: Auth / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.01_06 | Testing button [Trade] in Most traded block","3","0","0","0","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: de / Role: Auth / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.00_06 | Testing button [Trade] in Most traded block","1","0","0","0","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: de / Role: NoReg / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.01_05 | Testing button [Start trading] in article","0","0","2","1","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: de / Role: Reg/NoAuth / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.01_07 | Testing button [Get started] on Sticky bar","3","0","0","0","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: ae / Role: NoReg / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.00_09 | Testing button in block [Horizontal banner]","0","0","1","0","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: au / Role: Reg/NoAuth / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.01_06 | Testing button [Trade] in Most traded block","0","0","3","0","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: gb / Role: NoReg / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.01_05 | Testing button [Start trading] in article","0","0","2","1","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: de / Role: NoReg / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.00_01 | Testing button [Start Trading] on Main banner","0","0","1","0","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: ae / Role: Auth / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.01_03 | Testing button [Sell] in content block","3","0","0","0","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: ae / Role: NoReg / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.00_99 | Pretest for US_11.02.02.01","0","0","0","1","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: de / Role: Auth / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.00_02 | Testing button [Try demo] on Main banner","0","0","1","0","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: au / Role: Auth / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.01_03 | Testing button [Sell] in content block","3","0","0","0","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: de / Role: Reg/NoAuth / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.01_10 | Testing button in block [Vertical banner]","3","0","0","0","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: gb / Role: Auth / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.01_09 | Testing button in block [Horizontal banner]","0","0","3","0","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: gb / Role: NoReg / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.01_10 | Testing button in block [Vertical banner]","0","0","3","0","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: gb / Role: Reg/NoAuth / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.00_02 | Testing button [Try demo] on Main banner","0","0","0","1","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: gb / Role: Auth / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.00_08 | Testing button [1. Create your account] in block [Steps trading]","0","0","1","0","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: ae / Role: NoReg / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.01_10 | Testing button in block [Vertical banner]","0","0","3","0","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: ae / Role: Auth / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.01_08 | Testing button [1. Create your account] in block [Steps trading]","3","0","0","0","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: gb / Role: NoReg / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.01_02 | Testing button [Try demo] on Main banner","0","0","3","0","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: ae / Role: NoReg / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.01_09 | Testing button in block [Horizontal banner]","0","0","3","0","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: de / Role: Reg/NoAuth / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.01_02 | Testing button [Try demo] on Main banner","3","0","0","0","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: gb / Role: Reg/NoAuth / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.01_04 | Testing button [Buy] in content block","0","0","0","3","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: gb / Role: Reg/NoAuth / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.01_08 | Testing button [1. Create your account] in block [Steps trading]","0","0","0","3","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: au / Role: NoReg / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.00_02 | Testing button [Try demo] on Main banner","0","0","1","0","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: gb / Role: Reg/NoAuth / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.01_09 | Testing button in block [Horizontal banner]","0","0","0","3","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: gb / Role: Reg/NoAuth / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.01_05 | Testing button [Start trading] in article","0","0","0","3","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: au / Role: Reg/NoAuth / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.01_04 | Testing button [Buy] in content block","3","0","0","0","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: gb / Role: Auth / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.01_03 | Testing button [Sell] in content block","0","0","0","3","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: gb / Role: NoReg / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.01_01 | Testing button [Start Trading] on Main banner","0","0","3","0","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: de / Role: Reg/NoAuth / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.01_04 | Testing button [Buy] in content block","3","0","0","0","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: gb / Role: Reg/NoAuth / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.01_03 | Testing button [Sell] in content block","0","0","0","3","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: de / Role: Auth / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.00_10 | Testing button in block [Vertical banner]","1","0","0","0","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: gb / Role: Auth / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.00_06 | Testing button [Trade] in Most traded block","0","0","0","1","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: au / Role: Reg/NoAuth / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.00_99 | Pretest for US_11.02.02.01","0","0","0","1","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: gb / Role: NoReg / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.00_10 | Testing button in block [Vertical banner]","0","0","1","0","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: de / Role: NoReg / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.00_99 | Pretest for US_11.02.02.01","0","0","0","1","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: gb / Role: NoReg / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.01_04 | Testing button [Buy] in content block","0","0","0","3","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: au / Role: Reg/NoAuth / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.01_09 | Testing button in block [Horizontal banner]","3","0","0","0","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: gb / Role: Auth / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.01_06 | Testing button [Trade] in Most traded block","0","0","0","3","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: ae / Role: NoReg / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.01_05 | Testing button [Start trading] in article","0","0","2","1","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: ae / Role: Auth / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.00_01 | Testing button [Start Trading] on Main banner","1","0","0","0","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: ae / Role: Auth / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.00_10 | Testing button in block [Vertical banner]","1","0","0","0","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: ae / Role: NoReg / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.00_01 | Testing button [Start Trading] on Main banner","0","0","1","0","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: de / Role: Reg/NoAuth / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.01_05 | Testing button [Start trading] in article","2","0","0","1","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: de / Role: Auth / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.01_03 | Testing button [Sell] in content block","0","0","0","3","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: de / Role: Auth / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.01_08 | Testing button [1. Create your account] in block [Steps trading]","0","0","0","3","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: ae / Role: Auth / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.01_01 | Testing button [Start Trading] on Main banner","3","0","0","0","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: gb / Role: Auth / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.01_01 | Testing button [Start Trading] on Main banner","2","0","1","0","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: gb / Role: NoReg / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.00_01 | Testing button [Start Trading] on Main banner","0","0","1","0","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: gb / Role: NoReg / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.00_06 | Testing button [Trade] in Most traded block","0","0","0","1","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: de / Role: NoReg / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.01_01 | Testing button [Start Trading] on Main banner","0","0","3","0","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: au / Role: NoReg / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.01_05 | Testing button [Start trading] in article","0","0","2","1","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: au / Role: NoReg / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.01_06 | Testing button [Trade] in Most traded block","0","0","3","0","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: au / Role: Reg/NoAuth / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.01_01 | Testing button [Start Trading] on Main banner","3","0","0","0","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: gb / Role: Reg/NoAuth / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.01_10 | Testing button in block [Vertical banner]","0","0","0","3","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: gb / Role: NoReg / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.01_07 | Testing button [Get started] on Sticky bar","0","0","0","3","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: au / Role: Auth / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.01_08 | Testing button [1. Create your account] in block [Steps trading]","3","0","0","0","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: de / Role: Auth / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.00_99 | Pretest for US_11.02.02.01","0","0","0","1","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: gb / Role: NoReg / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.01_03 | Testing button [Sell] in content block","0","0","0","3","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: au / Role: Reg/NoAuth / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.00_02 | Testing button [Try demo] on Main banner","1","0","0","0","0"
"Language: es / US_11.02.02 | Educations > Menu item [Shares trading]","Country: ae / Role: Auth / TS_11.02.02 | Educations > Menu item [Shares trading]","TC_11.02.02.01_06 | Testing button [Trade] in Most traded block","3","0","0","0","0"
